DateTime,Max_HAILNC
2025-04-13 12:00:00,0.000000000000
2025-04-13 13:00:00,0.000000000000
2025-04-13 14:00:00,0.000000000000
2025-04-13 15:00:00,0.000000000000
2025-04-13 16:00:00,0.000000000000
2025-04-13 17:00:00,0.000000000000
2025-04-13 18:00:00,0.000000000000
2025-04-13 19:00:00,0.000000000000
2025-04-13 20:00:00,0.000000000000
2025-04-13 21:00:00,0.000000000000
2025-04-13 22:00:00,0.000000000000
2025-04-13 23:00:00,0.000000000000
2025-04-14 00:00:00,0.000000000000
2025-04-14 01:00:00,0.000000000000
2025-04-14 02:00:00,0.000000000000
2025-04-14 03:00:00,0.000000000000
2025-04-14 04:00:00,0.000000000000
2025-04-14 05:00:00,0.000000000000
2025-04-14 06:00:00,0.000000000000
2025-04-14 07:00:00,0.000000000000
2025-04-14 08:00:00,0.000000000000
2025-04-14 09:00:00,0.000000000000
2025-04-14 10:00:00,0.000000000000
2025-04-14 11:00:00,0.000000000000
2025-04-14 12:00:00,0.000000000000
2025-04-14 13:00:00,0.000000000000
2025-04-14 14:00:00,0.000000000000
2025-04-14 15:00:00,0.000000000000
2025-04-14 16:00:00,0.000000000000
2025-04-14 17:00:00,0.000000000000
2025-04-14 18:00:00,0.000000000000
2025-04-14 19:00:00,0.000000000000
2025-04-14 20:00:00,0.000000000000
2025-04-14 21:00:00,0.000000000000
2025-04-14 22:00:00,0.000000000000
2025-04-14 23:00:00,0.000000000000
2025-04-15 00:00:00,0.000000000000
2025-04-15 01:00:00,0.000000000000
2025-04-15 02:00:00,0.000000000000
2025-04-15 03:00:00,0.000000000000
2025-04-15 04:00:00,0.000000000000
2025-04-15 05:00:00,0.000000000000
2025-04-15 06:00:00,0.000000000000
2025-04-15 07:00:00,0.000000000000
2025-04-15 08:00:00,0.000000000000
2025-04-15 09:00:00,0.000000000000
2025-04-15 10:00:00,0.000000000000
2025-04-15 11:00:00,0.000000000000
2025-04-15 12:00:00,0.000000000000
